time (s),temp0,temp1,temp2,temp3,temp4,temp5,temp6,alpha value:,3.49E-05
,,,,,,,,,
0,309.2016056,298.2200236,291.8453907,287.9633989,285.6531175,284.7805196,284.1513639,,
1.37,308.0905424,298.7330408,292.1216701,288.1376002,285.8128087,284.8072193,284.2212024,,
2.75,307.0349166,298.9556346,292.2515408,288.2195115,285.8859427,284.8213738,284.252585,,
4.12,306.0412552,299.1005015,292.3656774,288.2916118,285.9458713,284.8374708,284.2768944,,
5.49,305.0969775,299.1854843,292.478401,288.3632816,286.0013805,284.8567856,284.2980209,,
6.87,304.1920441,299.2181354,292.5915233,288.4364925,286.0551385,284.8789002,284.3173737,,
8.24,303.3364836,299.2049131,292.7017622,288.5102655,286.1072829,284.9028175,284.3352953,,
9.62,302.515088,299.1522068,292.8086682,288.5855186,286.1590707,284.9283786,284.352408,,
10.99,301.7373666,299.0666638,292.9088673,288.6609418,286.2100608,284.9548631,284.3686874,,
12.36,300.9950768,298.9531761,293.0017131,288.7368132,286.2608376,284.9822085,284.384408,,
13.74,300.2812052,298.8151242,293.086738,288.8133801,286.3119135,285.0104476,284.3997836,,
15.11,299.6042884,298.6583701,293.1620023,288.8891899,286.3626434,285.0390431,284.4146685,,
16.48,298.9573719,298.4852896,293.2277425,288.9644376,286.4134551,285.0681021,284.4292356,,
17.86,298.3344994,298.297308,293.2841542,289.0392975,286.4647476,285.097768,284.443637,,
19.23,297.7432513,298.0995958,293.3304259,289.1123279,286.5157783,285.1275537,284.4577055,,
20.6,297.1776682,297.8929277,293.3671476,289.1837398,286.5668966,285.1576275,284.4715824,,
21.98,296.6326268,297.6775219,293.3947359,289.2537245,286.6184351,285.1881745,284.4853994,,
23.35,296.1148359,297.4580631,293.4131183,289.320989,286.6695903,285.2187202,284.4989855,,
24.73,295.6156058,297.2327101,293.4229471,289.3862684,286.7210386,285.2496824,284.5125659,,
26.1,295.1411164,297.0058948,293.4244955,289.4484066,286.7719553,285.2805865,284.5259684,,
27.47,294.6866808,296.7770004,293.4182994,289.5077112,286.822628,285.3116315,284.5393141,,
28.85,294.2482543,296.545212,293.4046787,289.5644399,286.8733326,285.3430211,284.5527207,,
30.22,293.8313011,296.3146437,293.3842798,289.6176581,286.9232418,285.3742756,284.5660126,,
31.59,293.4317381,296.084268,293.3574724,289.6677041,286.9726317,285.4055967,284.5793041,,
32.97,293.0460356,295.8529732,293.3244296,289.7148496,287.0217648,285.4371872,284.5927073,,
34.34,292.6790266,295.624598,293.2860547,289.7583761,287.06984,285.4685619,284.6060416,,
35.71,292.3271428,295.397879,293.2425365,289.7986226,287.1171309,285.4999213,284.6194154,,
37.09,291.9872947,295.1715415,293.1938976,289.8358506,287.1638926,285.5314647,284.6329365,,
38.46,291.6637602,294.9491735,293.1412192,289.8695405,287.2093716,285.5627049,284.6464171,,
39.84,291.3511944,294.727793,293.0840946,289.9002179,287.2541611,285.5940668,284.66006,,
41.21,291.0535419,294.5108301,293.0236926,289.927484,287.2975476,285.625065,284.673672,,
42.58,290.767937,294.2968564,292.9599343,289.9516283,287.3398016,285.6558959,284.6873545,,
43.96,290.4918933,294.084499,292.8926251,289.9728575,287.3811664,285.6867512,284.7012092,,
45.33,290.228907,293.8769637,292.8230283,289.9909355,287.4209963,285.7171528,284.715035,,
46.7,289.9764587,293.6728029,292.7509364,290.0061043,287.4595554,285.7472945,284.7289301,,
48.08,289.7323602,293.4706465,292.6760526,290.0185252,287.4970763,285.7773632,284.7429936,,
49.45,289.4997128,293.2734879,292.5997016,290.0281041,287.532986,285.8068936,284.7570171,,
50.82,289.2762982,293.0798961,292.5215716,290.0350291,287.5675375,285.8360766,284.7710967,,
52.2,289.0601872,292.8885297,292.4412844,290.039413,287.600949,285.8650936,284.785329,,
53.57,288.8541337,292.7021815,292.3602,290.041284,287.6327222,285.8934977,284.7995002,,
54.95,288.6547651,292.5181394,292.2773202,290.0407629,287.6633109,285.9216784,284.8138085,,
56.32,288.4646263,292.3390685,292.1940174,290.03795,287.6922662,285.9492032,284.8280373,,
57.69,288.2819169,292.1636113,292.1098539,290.0329421,287.7198131,285.9762556,284.8422805,,
59.07,288.1050684,291.9905084,292.0243557,290.0257709,287.7461388,286.0030066,284.8566315,,
60.44,287.9363444,291.8222433,291.9389003,290.0166311,287.7708668,286.0290487,284.8708716,,
61.81,287.774153,291.6575179,291.8529984,290.0055673,287.7942008,286.0545593,284.8850935,,
63.19,287.6171067,291.4951323,291.7661383,289.9925663,287.8163066,286.0797019,284.8993892,,
64.56,287.4672202,291.3373997,291.6796897,289.9779027,287.8368768,286.1040965,284.9135398,,
65.94,287.3220532,291.1819728,291.592494,289.9614478,287.8562272,286.1280851,284.9277399,,
67.31,287.183471,291.0310568,291.5059098,289.9435224,287.8740946,286.1513072,284.9417718,,
68.68,287.0501743,290.8834633,291.4193928,289.924093,287.8906433,286.1739275,284.9557266,,
70.06,286.9210283,290.7380987,291.3323936,289.9030799,287.9060003,286.1960945,284.9696936,,
71.43,286.7976961,290.5970154,291.2462477,289.8808635,287.919965,286.217478,284.9834584,,
72.8,286.6790254,290.4590929,291.1603923,289.8573697,287.9326767,286.2382336,284.9971111,,
74.18,286.5640088,290.3233017,291.0742672,289.8324848,287.9442388,286.2584995,285.0107387,,
75.55,286.4541309,290.1915518,290.9891786,289.8066382,287.954509,286.2779768,285.0241325,,
76.92,286.3483683,290.0627897,290.9045535,289.77972,287.9636013,286.2968107,285.0373809,,
78.3,286.245826,289.9360488,290.8198281,289.7515867,287.9715959,286.3151286,285.0505685,,
79.67,286.1478299,289.8131066,290.7362742,289.722708,287.9784041,286.3326629,285.0634938,,
81.05,286.052795,289.6921081,290.6527126,289.6927223,287.9841529,286.3496687,285.0763356,,
82.42,285.9619519,289.5747475,290.5703905,289.6621217,287.9887869,286.3658993,285.0888983,,
83.79,285.8744594,289.460079,290.4887328,289.6307468,287.9923794,286.3814811,285.1012666,,
85.17,285.7895802,289.3472357,290.4071804,289.5984135,287.9949735,286.3965223,285.1135199,,
86.54,285.7084159,289.2377946,290.3269417,289.5656412,287.9965597,286.4108071,285.1254722,,
87.91,285.6302171,289.1308706,290.2474467,289.5322466,287.9971884,286.4244499,285.1372054,,
89.29,285.5543268,289.0256532,290.1681442,289.4980264,287.9968818,286.437547,285.1487952,,
90.66,285.4817317,288.9236105,290.0902022,289.4635212,287.9956721,286.4499128,285.1600666,,
92.03,285.4117639,288.8239153,290.0130592,289.4285276,287.993588,286.4616494,285.171098,,
93.41,285.3438368,288.7258102,289.936175,289.3928262,287.9906321,286.4728411,285.181961,,
94.78,285.2788355,288.6306624,289.8606758,289.3569737,287.9868743,286.4833315,285.1924926,,
96.16,285.2157147,288.5370289,289.7854698,289.3204843,287.9822868,286.4932802,285.2028411,,
97.53,285.1552977,288.4462141,289.7116553,289.2839228,287.9769623,286.5025499,285.2128517,,
98.9,285.0970317,288.3574799,289.6386911,289.2470598,287.9708963,286.511222,285.2225959,,
100.28,285.0404305,288.2701504,289.5660592,289.2096558,287.964062,286.5193607,285.2321378,,
101.65,284.9862336,288.1854415,289.4948164,289.1722838,287.9565836,286.5268561,285.2413356,,
103.02,284.9339469,288.1026642,289.4244358,289.1347031,287.9484386,286.5337773,285.2502562,,
104.4,284.8831349,288.0211873,289.3544146,289.0966654,287.9395846,286.5401769,285.2589587,,
105.77,284.8344631,287.9421448,289.2857682,289.0587486,287.9301735,286.5459709,285.2673145,,
107.14,284.7874888,287.8648936,289.2179853,289.0207031,287.9201666,286.5512164,285.2753856,,
108.52,284.7418222,287.7888444,289.1505791,288.982274,287.909507,286.5559547,285.283226,,
109.89,284.6980621,287.7150553,289.0845242,288.9440411,287.8983714,286.5601264,285.2907206,,
111.27,284.6555092,287.6424057,289.0188531,288.9054684,287.8866192,286.5638018,285.2979777,,
112.64,284.6147224,287.5719065,288.9545136,288.8671354,287.8744416,286.5669369,285.3048913,,
114.01,284.5753328,287.5029844,288.8910223,288.8287822,287.861776,286.5695697,285.3115145,,
115.39,284.5370147,287.4351132,288.8279198,288.7901474,287.8485447,286.5717235,285.3178923,,
116.76,284.5002725,287.3692375,288.7661149,288.7518082,287.8349592,286.5733768,285.3239324,,
118.14,284.4645202,287.3043569,288.7046992,288.7132218,287.8208402,286.5745634,285.3297232,,
119.51,284.4302292,287.2413745,288.644556,288.6749629,287.8064109,286.5752758,285.3351814,,
120.88,284.3970909,287.1797787,288.5852303,288.6367666,287.7915885,286.575534,285.3403509,,
122.26,284.3648325,287.1190994,288.5262905,288.5983686,287.7762781,286.5753445,285.3452673,,
